No,URL,FCP,LCP,TBT,CLS,SI,Skor
21,https://dash.infiniteuny.id/competition-organizer-types/0198857c-4e0d-734b-a034-c94ce22731a2,0.99,0.88,0.62,1,0.77,0.83
22,https://dash.infiniteuny.id/competition-organizer-types,1,0.93,1,1,0.76,0.96
23,https://dash.infiniteuny.id/competition-outputs/new,1,0.91,0.99,1,0.88,0.96
24,https://dash.infiniteuny.id/competition-outputs/019ee8ac-7817-707c-8965-0acbabcd3aee/edit,1,1,0.47,1,0.67,0.81
25,https://dash.infiniteuny.id/competition-outputs/019ee8ac-7817-707c-8965-0acbabcd3aee,0.99,0.88,0.58,1,0.76,0.82
26,https://dash.infiniteuny.id/competition-outputs,0.98,0.99,0.74,1,0.74,0.89
27,https://dash.infiniteuny.id/competition-ranks/new,1,0.99,1,1,0.95,0.99
28,https://dash.infiniteuny.id/competition-ranks/0198857c-691c-7096-831e-e994060736aa/edit,0.69,0.87,0.88,1,0.44,0.84
29,https://dash.infiniteuny.id/competition-ranks/0198857c-691c-7096-831e-e994060736aa,0.99,0.84,0.71,1,0.73,0.84
30,https://dash.infiniteuny.id/competition-ranks,0.99,0.99,0.55,1,0.66,0.83
31,https://dash.infiniteuny.id/competition-scales/new,1,0.94,1,1,0.93,0.98
32,https://dash.infiniteuny.id/competition-scales/0198857c-89d6-72fc-8a68-b65db935f19a/edit,0.98,0.94,0.58,1,0.66,0.82
33,https://dash.infiniteuny.id/competition-scales/0198857c-89d6-72fc-8a68-b65db935f19a,0.98,0.93,0.61,1,0.61,0.82
34,https://dash.infiniteuny.id/competition-scales,0.99,0.91,0.63,1,0.62,0.83
35,https://dash.infiniteuny.id/competition-time-ranges/new,1,0.96,1,1,0.95,0.99
36,https://dash.infiniteuny.id/competition-time-ranges/0198857c-aa00-715a-bd4b-e078f3f4b4dd/edit,0.99,0.99,0.47,1,0.69,0.81
37,https://dash.infiniteuny.id/competition-time-ranges/0198857c-aa00-715a-bd4b-e078f3f4b4dd,1,1,0.44,1,0.83,0.82
38,https://dash.infiniteuny.id/competition-time-ranges,0.99,0.89,0.67,1,0.63,0.84
39,https://dash.infiniteuny.id/competitions/new,1,1,1,1,0.93,0.99
40,https://dash.infiniteuny.id/competitions/019ee8ac-7dba-71c1-a268-b23923f5983d/edit,1,1,0.57,1,0.82,0.85
41,https://dash.infiniteuny.id/competitions/019f4333-ba93-7321-8ae7-4fbcbf215464/instances/new,1,0.95,1,1,0.78,0.97
42,https://dash.infiniteuny.id/competitions/019f4333-ba93-7321-8ae7-4fbcbf215464/instances/019f451c-dd88-72b6-8fca-f443b23d71ae/edit,1,0.68,1,1,0.66,0.89
43,https://dash.infiniteuny.id/competitions/019ee8ac-7dba-71c1-a268-b23923f5983d/instances/019f1ce1-3e05-7003-952d-15c7a33370be,1,0.99,0.69,1,0.86,0.89
44,https://dash.infiniteuny.id/competitions/019f4333-ba93-7321-8ae7-4fbcbf215464/instances,1,0.92,0.97,1,0.72,0.94
45,https://dash.infiniteuny.id/competitions/019ee8ac-7dba-71c1-a268-b23923f5983d,1,0.98,0.48,1,0.7,0.81
46,https://dash.infiniteuny.id/competitions,1,0.75,0.75,1,0.66,0.83
47,https://dash.infiniteuny.id/core-team-divisions/new,1,0.99,1,1,0.95,0.99
48,https://dash.infiniteuny.id/core-team-divisions/0198857c-02a3-739d-ba28-12eb857ac338/edit,1,0.99,0.58,1,0.82,0.85
49,https://dash.infiniteuny.id/core-team-divisions/0198857c-02a3-739d-ba28-12eb857ac338,1,0.98,0.6,1,0.75,0.85
50,https://dash.infiniteuny.id/core-team-divisions,1,0.76,0.82,1,0.73,0.86
51,https://dash.infiniteuny.id/core-teams/new,1,1,1,1,0.81,0.98
52,https://dash.infiniteuny.id/core-teams/019dc4a8-ed29-73bb-ad1c-40d36b0eb547/edit,1,0.97,0.58,1,0.77,0.84
53,https://dash.infiniteuny.id/core-teams/019dc4a8-ed29-73bb-ad1c-40d36b0eb547/members/new,1,0.98,1,1,0.68,0.96
54,https://dash.infiniteuny.id/core-teams/019dc4a8-ed29-73bb-ad1c-40d36b0eb547/members/019e4051-4b14-70cd-b186-6996a94114b2/edit,1,0.72,1,0.98,0.83,0.91
55,https://dash.infiniteuny.id/core-teams/019dc4a8-ed29-73bb-ad1c-40d36b0eb547/members/019e4051-4b14-70cd-b186-6996a94114b2,1,0.89,0.57,0.99,0.67,0.81
56,https://dash.infiniteuny.id/core-teams/019dc4a8-ed29-73bb-ad1c-40d36b0eb547/members,1,1,0.55,1,0.68,0.83
57,https://dash.infiniteuny.id/core-teams/019dc4a8-ed29-73bb-ad1c-40d36b0eb547,1,0.99,0.57,1,0.76,0.84
58,https://dash.infiniteuny.id/core-teams,1,0.98,0.72,1,0.79,0.89
59,https://dash.infiniteuny.id/degrees/new,1,0.95,1,1,0.94,0.98
60,https://dash.infiniteuny.id/degrees/01988575-4e39-7305-8cce-bce9ba43af0e/edit,1,1,0.64,1,0.8,0.87
61,https://dash.infiniteuny.id/degrees/01988575-4e39-7305-8cce-bce9ba43af0e,1,0.99,0.76,1,0.83,0.91
62,https://dash.infiniteuny.id/degrees,1,0.99,0.59,1,0.68,0.84
63,https://dash.infiniteuny.id/faculties/new,1,0.93,1,1,0.94,0.98
64,https://dash.infiniteuny.id/faculties/01988575-7a7a-70d2-8d78-0a8f3aa56ab7/edit,1,0.99,0.63,1,0.81,0.87
65,https://dash.infiniteuny.id/faculties/01988575-7a7a-70d2-8d78-0a8f3aa56ab7,1,0.78,0.63,1,0.77,0.81
66,https://dash.infiniteuny.id/faculties,1,0.83,0.66,1,0.66,0.82
67,https://dash.infiniteuny.id/fund-applications/new,1,0.99,1,1,0.77,0.97
68,https://dash.infiniteuny.id/fund-applications/019eea2a-5004-71f3-8645-a7fa428986bf/edit,1,1,0.54,1,0.45,0.81
69,https://dash.infiniteuny.id/fund-applications/019eea2a-5004-71f3-8645-a7fa428986bf,1,1,0.62,1,0.73,0.86
70,https://dash.infiniteuny.id/fund-applications,1,0.98,0.54,1,0.63,0.82
71,https://dash.infiniteuny.id/groups/new,0.95,0.98,1,1,0.72,0.96
72,https://dash.infiniteuny.id/groups/019f6198-540b-72b5-a18d-434f8a57f3a9/edit,1,0.9,1,1,0.93,0.97
73,https://dash.infiniteuny.id/groups/019ed11f-ce3b-7ccd-aba3-108b44ba00f8/permissions/new,1,1,0.83,1,0.76,0.93
74,https://dash.infiniteuny.id/groups/019ed11f-ce3b-7ccd-aba3-108b44ba00f8/permissions,1,1,0.67,1,0.74,0.88
75,https://dash.infiniteuny.id/groups/019ed11f-ce3b-7dfd-8508-40d2c6d439c1,1,1,0.57,1,0.56,0.83
76,https://dash.infiniteuny.id/groups,0.88,0.92,0.9,1,0.48,0.89
77,https://dash.infiniteuny.id/login?callback_url=https%3A%2F%2Fdash.infiniteuny.id%2F,1,0.99,0.78,1,0.84,0.92
78,https://dash.infiniteuny.id/majors/new,1,0.91,1,1,0.91,0.97
79,https://dash.infiniteuny.id/majors/01988575-b65a-7252-9268-9b321e8eb3cd/edit,1,1,0.68,1,0.71,0.88
80,https://dash.infiniteuny.id/majors/01988575-b65a-7252-9268-9b321e8eb3cd,1,1,0.76,1,0.8,0.91
81,https://dash.infiniteuny.id/majors,1,0.94,1,1,0.78,0.96
82,https://dash.infiniteuny.id/,1,0.95,0.95,1,0.4,0.91
83,https://dash.infiniteuny.id/permissions/new,1,0.91,1,1,0.92,0.97
84,https://dash.infiniteuny.id/permissions/019ee8ac-9699-73d4-bc6d-7eca3ea4b05b/edit,1,1,0.71,1,0.85,0.9
85,https://dash.infiniteuny.id/permissions/019ee8ac-9699-73d4-bc6d-7eca3ea4b05b,1,1,0.57,1,0.81,0.85
86,https://dash.infiniteuny.id/permissions,1,1,0.8,0.99,0.52,0.89
87,https://dash.infiniteuny.id/personas/new,1,0.94,1,1,0.92,0.98
88,https://dash.infiniteuny.id/personas/0198857b-cc75-70fe-ab09-3d272e80497c/edit,1,0.78,0.74,1,0.74,0.84
89,https://dash.infiniteuny.id/personas/0198857b-cc75-70fe-ab09-3d272e80497c,1,0.95,0.66,1,0.79,0.86
90,https://dash.infiniteuny.id/personas,1,0.89,0.62,1,0.83,0.84
91,https://dash.infiniteuny.id/project-galleries/new,1,0.98,1,1,0.85,0.98
92,https://dash.infiniteuny.id/project-galleries/019eeab4-74e9-7068-9d53-253d1e9193e5/edit,1,0.79,0.72,1,0.51,0.81
93,https://dash.infiniteuny.id/project-galleries/019eeab4-74e9-7068-9d53-253d1e9193e5,1,0.96,0.71,0.99,0.8,0.88
94,https://dash.infiniteuny.id/project-galleries,1,1,0.61,1,0.85,0.87
95,https://dash.infiniteuny.id/settings/profile/community-groups/new,1,0.99,1,1,0.9,0.99
96,https://dash.infiniteuny.id/settings/profile/community-groups,1,0.99,0.85,1,0.83,0.94
97,https://dash.infiniteuny.id/settings/profile/edit,1,1,0.65,1,0.7,0.87
98,https://dash.infiniteuny.id/settings/profile/groups/new,1,0.99,1,1,0.89,0.99
99,https://dash.infiniteuny.id/settings/profile/groups,1,0.99,0.95,1,0.84,0.97
100,https://dash.infiniteuny.id/settings/profile/permissions/new,1,0.94,0.99,1,0.89,0.97
101,https://dash.infiniteuny.id/settings/profile/permissions,1,0.98,0.97,1,0.83,0.97
102,https://dash.infiniteuny.id/settings/profile/personas/new,1,0.89,0.99,1,0.82,0.95
103,https://dash.infiniteuny.id/settings/profile/personas,1,0.72,0.89,1,0.72,0.87
104,https://dash.infiniteuny.id/settings/profile,0.99,0.97,0.78,1,0.67,0.89
105,https://dash.infiniteuny.id/settings/reregistration,1,0.85,0.91,1,0.84,0.92
106,https://dash.infiniteuny.id/settings/system,1,0.94,1,1,0.84,0.97
107,https://dash.infiniteuny.id/settings,1,0.99,0.63,1,0.82,0.87
108,https://dash.infiniteuny.id/team-types/new,1,0.94,1,1,0.93,0.98
109,https://dash.infiniteuny.id/team-types/0198857c-ba97-7367-8751-cbed3f5a5b56/edit,1,0.96,1,1,0.9,0.98
110,https://dash.infiniteuny.id/team-types/0198857c-ba97-7367-8751-cbed3f5a5b56,1,0.86,1,1,0.89,0.95
111,https://dash.infiniteuny.id/team-types,1,0.9,0.93,1,0.67,0.92
112,https://dash.infiniteuny.id/teams/new,1,0.94,1,1,0.82,0.97
113,https://dash.infiniteuny.id/teams/019ee8ac-948d-715f-be17-2ea22112f13d/edit,1,0.96,0.94,1,0.71,0.94
114,https://dash.infiniteuny.id/teams/019ee8ac-948d-715f-be17-2ea22112f13d/members/new,1,0.99,0.96,1,0.86,0.97
115,https://dash.infiniteuny.id/teams/019ee8ac-948d-715f-be17-2ea22112f13d/members,1,0.9,0.97,1,0.79,0.95
116,https://dash.infiniteuny.id/teams/019ee8ac-948d-715f-be17-2ea22112f13d,1,0.99,0.88,1,0.85,0.95
117,https://dash.infiniteuny.id/teams,1,0.97,0.91,1,0.87,0.95
118,https://dash.infiniteuny.id/testimonials/new,1,0.84,1,1,0.93,0.95
119,https://dash.infiniteuny.id/testimonials/019e844a-76a2-7095-b3a8-af168297796b/edit,1,0.83,0.95,1,0.82,0.92
120,https://dash.infiniteuny.id/testimonials/019e844a-76a2-7095-b3a8-af168297796b,1,0.66,0.99,0.99,0.78,0.89
121,https://dash.infiniteuny.id/testimonials,1,0.89,0.93,1,0.77,0.93
122,https://dash.infiniteuny.id/users/new,0.98,0.99,1,1,0.57,0.95
123,https://dash.infiniteuny.id/users/019ee8ac-85d4-70d4-82ee-ea6181dd9de6/community-groups/new,1,0.99,0.95,1,0.76,0.96
124,https://dash.infiniteuny.id/users/019ee8ac-85d4-70d4-82ee-ea6181dd9de6/community-groups,1,0.94,0.97,1,0.75,0.95
125,https://dash.infiniteuny.id/users/019ee8ac-85d4-70d4-82ee-ea6181dd9de6/edit,1,0.99,0.97,1,0.66,0.95
126,https://dash.infiniteuny.id/users/019ee8ac-85d4-70d4-82ee-ea6181dd9de6/groups/new,1,0.91,0.98,1,0.76,0.95
127,https://dash.infiniteuny.id/users/019ee8ac-85d4-70d4-82ee-ea6181dd9de6/groups,1,0.99,0.91,1,0.82,0.95
128,https://dash.infiniteuny.id/users/019ee8ac-85d4-70d4-82ee-ea6181dd9de6/permissions/new,1,0.9,0.97,1,0.82,0.95
129,https://dash.infiniteuny.id/users/019ee8ac-85d4-70d4-82ee-ea6181dd9de6/permissions,1,0.9,0.97,1,0.67,0.93
130,https://dash.infiniteuny.id/users/019ee8ac-85d4-70d4-82ee-ea6181dd9de6/personas/new,1,0.99,0.99,1,0.87,0.98
131,https://dash.infiniteuny.id/users/019ee8ac-85d4-70d4-82ee-ea6181dd9de6/personas,1,0.99,0.86,1,0.79,0.93
132,https://dash.infiniteuny.id/users/019ee8ac-85d4-70d4-82ee-ea6181dd9de6,1,0.97,0.87,1,0.68,0.92
133,https://dash.infiniteuny.id/users,1,0.99,0.57,0.99,0.71,0.84
